country,description,log_price_normalized,points_normalized,vfm_normalized,log_pxp_normalized,encoded_variety,acidity,aromas,black,cherry,dry,finish,flavors,fruit,oak,palate,rich,ripe,sweet,tannins,wine,adj_count,polarity,subjectivity,adj_embed_0,adj_embed_1,adj_embed_2,adj_embed_3,adj_embed_4,adj_embed_5,adj_embed_6,adj_embed_7,adj_embed_8,adj_embed_9,adj_embed_10,adj_embed_11,adj_embed_12,adj_embed_13,adj_embed_14,adj_embed_15,adj_embed_16,adj_embed_17,adj_embed_18,adj_embed_19,adj_embed_20,adj_embed_21,adj_embed_22,adj_embed_23,adj_embed_24,adj_embed_25,adj_embed_26,adj_embed_27,adj_embed_28,adj_embed_29,adj_embed_30,adj_embed_31,adj_embed_32,adj_embed_33,adj_embed_34,adj_embed_35,adj_embed_36,adj_embed_37,adj_embed_38,adj_embed_39
US,"Very good Dry Creek Zin, robust and dry and spicy. Really gets the tastebuds watering, with its tart flavors of sour cherry candy, red currants, blueberries, tart raisins and oodles of peppery spices. Drink this lusty wine with barbecue.",0.3283771284011352,0.4999999999999991,0.24640701328193076,0.3354511934847859,1.0,0.0,0.0,0.0,0.3868582979361544,0.8416886420069765,0.0,0.2660500874242268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666800296534307,9,0.1038095238095238,0.3971428571428572,0.01844584383070469,-0.06188040226697922,-0.13077673316001892,0.12020615488290787,0.03669179975986481,-0.0279155932366848,0.09803920239210129,0.11919102072715759,-0.042182717472314835,0.0929352343082428,0.11425844579935074,-0.24823543429374695,0.23095740377902985,-0.012677076272666454,0.3170623779296875,0.12966841459274292,-0.08486683666706085,0.022766079753637314,0.01898084208369255,-0.20496539771556854,0.036339640617370605,-0.08569798618555069,0.26016294956207275,0.057097215205430984,-0.1127045676112175,-0.07017472386360168,0.026855386793613434,0.38639259338378906,-0.1986875683069229,0.07849583029747009,0.3199305832386017,0.0926893800497055,0.11408153176307678,-0.10923352837562561,0.17861545085906982,0.11306386440992355,0.3915044665336609,-0.20766451954841614,-0.30272814631462097,-0.3449937105178833
France,"A very herbaceous character makes this wine seem rather thin. It's soft and lightweight, and the lemon zest character is mildly attractive. Ready to drink.",0.27703216391229124,0.22222222222222143,0.29335375353172616,0.272455781704775,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0.18000000000000002,0.6,0.005033440887928009,-0.04750707373023033,-0.085036501288414,0.09063874185085297,0.018666591495275497,-0.030390506610274315,0.06259499490261078,0.08386310189962387,-0.02720974199473858,0.06200597807765007,0.08628033101558685,-0.17775575816631317,0.14971353113651276,-0.01686697080731392,0.21061797440052032,0.08245546370744705,-0.05772700160741806,0.0048400042578577995,0.015458888374269009,-0.14112374186515808,0.0341559536755085,-0.05047931522130966,0.18334195017814636,0.042380355298519135,-0.07181117683649063,-0.0561726875603199,0.017108405008912086,0.2582334578037262,-0.14280639588832855,0.05262606218457222,0.2187984436750412,0.0559886135160923,0.07219179719686508,-0.07586667686700821,0.12450771033763885,0.08070477098226547,0.2674829363822937,-0.14774534106254578,-0.20361657440662384,-0.2513515055179596
US,"A little simple and easy, but there's a wealth of raspberry, strawberry and floral notes in this delicate wine. It's a bit too sweet for my tastes, although it does have good acidity.",0.265229661158644,0.22222222222222143,0.3095689105258989,0.26095624540815643,0.7403846153846154,0.6050173608788567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6879759463837662,0.0,0.4008030566656701,7,0.16597222222222222,0.6400793650793651,0.02248673513531685,-0.0857136994600296,-0.136386901140213,0.1383265107870102,0.03612208366394043,-0.03218266740441322,0.11757306009531021,0.13519886136054993,-0.050923388451337814,0.09708601236343384,0.12270240485668182,-0.28240159153938293,0.24415192008018494,-0.025239305570721626,0.34929943084716797,0.13610930740833282,-0.10019071400165558,0.026630347594618797,0.035744987428188324,-0.22598208487033844,0.039693087339401245,-0.09123921394348145,0.2851199209690094,0.06519008427858353,-0.1372859627008438,-0.06957970559597015,0.021898822858929634,0.4290921688079834,-0.22065694630146027,0.08859879523515701,0.3558158874511719,0.10255742818117142,0.12662078440189362,-0.12234986573457718,0.20885099470615387,0.13056181371212006,0.43704667687416077,-0.23799695074558258,-0.34860959649086,-0.38631972670555115
US,"From a dry-farmed vineyard and treated to wild yeast and minimal new French oak, this Petite is chewy in leathery tannins, a definite crowd pleaser for Petite fans. Blackberries, coffee and pepper commingle impressively.",0.4247216884289221,0.44444444444444375,0.15513884391472993,0.4268114130047198,0.5865384615384616,0.0,0.0,0.0,0.0,0.5793246674578925,0.0,0.0,0.0,0.6078258160800204,0.0,0.0,0.0,0.0,0.5430752314196068,0.0,6,0.18939393939393936,0.49242424242424243,0.0119565324857831,-0.04294191673398018,-0.07628634572029114,0.07210348546504974,0.016927359625697136,-0.013195383362472057,0.06535626202821732,0.07410859316587448,-0.018249763175845146,0.03689468279480934,0.07197297364473343,-0.14310859143733978,0.14595557749271393,0.0013750712387263775,0.1762990802526474,0.07444313168525696,-0.047025591135025024,0.00215945509262383,0.018009064719080925,-0.11728853732347488,0.022269101813435555,-0.04637545719742775,0.15719224512577057,0.028651265427470207,-0.06349258869886398,-0.045124977827072144,0.013014227151870728,0.2285643368959427,-0.11423385888338089,0.04899896681308746,0.18866729736328125,0.05950988456606865,0.05622086301445961,-0.060929298400878906,0.11395210772752762,0.06730693578720093,0.22241449356079102,-0.12763358652591705,-0.17547732591629028,-0.21500517427921295
US,"From a site near Annapolis, this wine shows a preponderance of dark grape and cherry flavor interwoven with cinnamon and black peppercorn. Light-bodied and ethereally layered, it has touches of rustic earthiness and leather.",0.5373659306511478,0.6111111111111107,0.09293092595321469,0.5441239333095664,0.6346153846153847,0.0,0.0,0.6912241021774542,0.5949722464458673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41014298302924856,5,-0.07222222222222222,0.41111111111111115,0.016043562442064285,-0.07227065414190292,-0.13127315044403076,0.13094386458396912,0.025713983923196793,-0.04240697994828224,0.10232813656330109,0.13093578815460205,-0.03947720676660538,0.07352252304553986,0.11133778095245361,-0.25157788395881653,0.22364084422588348,-0.020517533645033836,0.3040913939476013,0.1177135482430458,-0.09084147214889526,0.008134090341627598,0.014442282728850842,-0.20898640155792236,0.043397847563028336,-0.09320567548274994,0.2718948423862457,0.0628201961517334,-0.11853545904159546,-0.07134400308132172,0.026358406990766525,0.38362616300582886,-0.21379294991493225,0.08617962896823883,0.3035122752189636,0.08837185055017471,0.11535699665546417,-0.1138700470328331,0.17959758639335632,0.11222962290048599,0.3897107243537903,-0.19233432412147522,-0.2955271899700165,-0.3548303246498108
US,"A mix of Cabernet, Cab Franc and Syrah, this out-of-the-ordinary blend is a little funky and meaty, but still offers lots of juicy black fruit and a whole lot of toasted oak. If any one thing announces itself here it's the wood, which keeps everything austere and maybe a touch overcharred.",0.44775072778616076,0.4999999999999991,0.1407069864992814,0.4517907546916591,0.06730769230769232,0.0,0.0,0.6336532839021223,0.0,0.0,0.0,0.0,0.45928989313128565,0.6225241440036755,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.01354166666666666,0.33333333333333337,0.010049496777355671,-0.03920303285121918,-0.07491608709096909,0.07529265433549881,0.018018357455730438,-0.025077637284994125,0.05883874371647835,0.09085922688245773,-0.020245380699634552,0.04728411138057709,0.06900287419557571,-0.16684871912002563,0.1445252150297165,-0.013021592050790787,0.19780874252319336,0.08522406220436096,-0.050833772867918015,0.009254330769181252,0.01329717691987753,-0.13358265161514282,0.02432720549404621,-0.052158016711473465,0.1671265959739685,0.03907563537359238,-0.07708059251308441,-0.04287107661366463,0.010774802416563034,0.24584290385246277,-0.1296733021736145,0.05154528096318245,0.19304288923740387,0.05501256883144379,0.0705055519938469,-0.07996866852045059,0.11067495495080948,0.06901685893535614,0.2492695152759552,-0.13634958863258362,-0.18446631729602814,-0.22474578022956848
Italy,"Taurasi is a wine that flaunts a determined and powerful personality, and Fatica Contadina is no exception, thanks to its deep layers of spice, dark fruit, tobacco and cigar that it delivers to the senses. On the palate, it is austere and tightly structured.",0.3851792266937255,0.4999999999999991,0.18928236645454305,0.3908069565442631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204598635797233,0.0,0.7399975230545348,0.0,0.0,0.0,0.0,0.4260577381948708,5,0.03428571428571428,0.45714285714285713,0.01041861530393362,-0.054428596049547195,-0.11797337234020233,0.10587481409311295,0.025389734655618668,-0.034868024289608,0.07756847143173218,0.10162947326898575,-0.02560338005423546,0.062215328216552734,0.10634927451610565,-0.20460458099842072,0.1873093843460083,-0.01033762563019991,0.2512451410293579,0.09130936115980148,-0.0809684470295906,0.00910042691975832,0.0225300882011652,-0.17002977430820465,0.05287810415029526,-0.07566553354263306,0.21436123549938202,0.04181227087974548,-0.09826838970184326,-0.06275896728038788,0.025179723277688026,0.3146444857120514,-0.15941278636455536,0.07048924267292023,0.24627336859703064,0.06669527292251587,0.10226352512836456,-0.09105529636144638,0.14148730039596558,0.11261902004480362,0.3119775354862213,-0.1744959056377411,-0.23520497977733612,-0.29650282859802246
US,"Sourced entirely from Walla Walla's Les Collines Vineyard, this lovely Syrah features pretty strawberry and cherry flavors that are broadly displayed with a rich vein of chocolate. It's forward and flavorful, drinking quite nicely already, but with the stuffing to cellar for a few more years.",0.43652419118256935,0.5555555555555554,0.15031290433313088,0.44335451114142166,0.8365384615384616,0.0,0.0,0.0,0.5823517078524335,0.0,0.0,0.40049476413546536,0.0,0.0,0.0,0.7074393488218138,0.0,0.0,0.0,0.0,6,0.26093750000000004,0.6296875,0.013441258110105991,-0.0609133280813694,-0.12648247182369232,0.11759886890649796,0.028717080131173134,-0.03026137687265873,0.10056120157241821,0.10934513807296753,-0.028264613822102547,0.08569655567407608,0.0966588631272316,-0.2416328638792038,0.21065765619277954,-0.01662551797926426,0.2880076766014099,0.10811715573072433,-0.08786167949438095,0.009861486963927746,0.03143913298845291,-0.1950586885213852,0.04524200037121773,-0.08865028619766235,0.24435955286026,0.05110083892941475,-0.1129046306014061,-0.06764353066682816,0.016263097524642944,0.34255626797676086,-0.19204257428646088,0.07050672918558121,0.29683053493499756,0.0889291986823082,0.1124240979552269,-0.11280884593725204,0.1675887107849121,0.10224616527557373,0.36667683720588684,-0.19343627989292145,-0.2846478223800659,-0.3217569887638092
US,"There's a lot to like about this Viognier. It's dry and zesty in acidity, with complex flavors of citrus, peach, kumquat, white pepper, chamomile and honey.",0.27703216391229124,0.5555555555555554,0.3153600380238177,0.28792396848084834,0.9615384615384616,0.6287307234405035,0.0,0.0,0.0,0.6572927582423327,0.0,0.41552846757372386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-0.12222222222222222,0.3333333333333333,0.015769924968481064,-0.07001438736915588,-0.12376880645751953,0.13350722193717957,0.019121356308460236,-0.03604887053370476,0.1113433986902237,0.12228633463382721,-0.04162774980068207,0.11080902814865112,0.11797639727592468,-0.2798413038253784,0.24246622622013092,-0.03508537635207176,0.34325408935546875,0.143194317817688,-0.10581954568624496,0.019737713038921356,0.02875431627035141,-0.21608763933181763,0.05310940742492676,-0.10123824328184128,0.2826172709465027,0.06754225492477417,-0.11622005701065063,-0.0932384803891182,0.0257312823086977,0.4113476872444153,-0.2166684865951538,0.08113768696784973,0.33438795804977417,0.08681833744049072,0.12414000928401947,-0.11440961062908173,0.18579310178756714,0.13946503400802612,0.42894530296325684,-0.21638178825378418,-0.326327919960022,-0.382673054933548
US,"A crisp, refreshing Sauvignon Blanc, fermented and aged in stainless steel. Shows rich, savory citrus and green grass flavors, with hints of minerals and flowers. Very drinkable and bone-dry.",0.28825870051588276,0.5555555555555554,0.2996412633866094,0.29886307288789493,0.7980769230769231,0.0,0.0,0.0,0.0,0.6146826144835581,0.0,0.3885911135299541,0.0,0.0,0.0,0.6864125799671856,0.0,0.0,0.0,0.0,7,0.17500000000000002,0.48095238095238096,0.008853144943714142,-0.05671576038002968,-0.12052340060472488,0.11512982845306396,0.03186618164181709,-0.030882656574249268,0.10805264860391617,0.1144370511174202,-0.03874770179390907,0.08258789032697678,0.1129373162984848,-0.25000256299972534,0.2119997888803482,-0.014672279357910156,0.29168501496315,0.11192435771226883,-0.09356153011322021,0.014298766851425171,0.028095418587327003,-0.1913551241159439,0.02247779071331024,-0.07677987962961197,0.2510276436805725,0.0516427680850029,-0.10442834347486496,-0.069391630589962,0.023890605196356773,0.3632240295410156,-0.2024378478527069,0.06241279095411301,0.2908347547054291,0.08533253520727158,0.10404479503631592,-0.1188463419675827,0.17737863957881927,0.11069240421056747,0.37248530983924866,-0.19994251430034637,-0.2959413528442383,-0.33479610085487366
