country,log_price_normalized,points_normalized,vfm_normalized,log_pxp_normalized,encoded_variety,Ageability_0,Ageability_1,Ageability_2,Ageability_3,Acidity_0,Acidity_1,Acidity_2,Acidity_3,Acidity_4,Sweetness_0,Sweetness_1,Sweetness_2,Sweetness_3,Sweetness_4,Sweetness_5,Sweetness_6,Sweetness_7,Sweetness_8,Sweetness_9,Sweetness_10,Sweetness_11,Body_0,Body_1,Body_2,Body_3,Body_4,Body_5,Body_6,Tannins_0,Tannins_1,Tannins_2,Tannins_3,Tannins_4,Finish_0,Finish_1,Finish_2,Finish_3,Finish_4,Finish_5,Finish_6,Finish_7,Finish_8,Finish_9,Flavor_embed_0,Flavor_embed_1,Flavor_embed_2,Flavor_embed_3,Flavor_embed_4,Flavor_embed_5,Flavor_embed_6,Flavor_embed_7,Flavor_embed_8,Flavor_embed_9,Flavor_embed_10,Flavor_embed_11,Flavor_embed_12,Flavor_embed_13,Flavor_embed_14,Flavor_embed_15,Flavor_embed_16,Flavor_embed_17,Flavor_embed_18,Flavor_embed_19,Flavor_embed_20,Flavor_embed_21,Flavor_embed_22,Flavor_embed_23,Flavor_embed_24,Flavor_embed_25,Flavor_embed_26,Flavor_embed_27,Flavor_embed_28,Flavor_embed_29,Flavor_embed_30,Flavor_embed_31,Flavor_embed_32,Flavor_embed_33,Flavor_embed_34,Flavor_embed_35,Flavor_embed_36,Flavor_embed_37,Flavor_embed_38,Flavor_embed_39,Flavor_embed_40,Flavor_embed_41,Flavor_embed_42,Flavor_embed_43,Flavor_embed_44,Flavor_embed_45,Flavor_embed_46,Flavor_embed_47,Flavor_embed_48,Flavor_embed_49,acidity,aging,aromas,balanced,berry,black,blackberry,blend,cabernet,cherry,complemented,dry,features,featuring,finish,flavors,fresh,fruit,making,notes,oak,palate,red,rich,ripe,spice,sweet,tannins,wine,Region_bordeaux,Region_california,Region_napa
US,0.3283771284011352,0.4999999999999991,0.2464070132819307,0.3354511934847859,1.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0029424510430544615,-0.018224094063043594,-0.008109514601528645,-0.004448249004781246,0.005890872795134783,0.005300241056829691,-0.006270718760788441,0.024145331233739853,-0.025567105039954185,0.000538720574695617,-0.013274316675961018,0.016820034012198448,0.002571370918303728,0.0145578533411026,0.006141978781670332,-0.007491901516914368,-0.0024353587068617344,-0.02577483095228672,-0.011513795703649521,-0.005155471153557301,-0.0016778629506006837,0.010637035593390465,0.009606211446225643,0.0017904791748151183,0.01412426121532917,0.0025865710340440273,-0.0039023365825414658,-0.0013119367649778724,-0.003493356052786112,-0.015484663657844067,-0.0022365462500602007,-0.008856819942593575,-0.009432698599994183,0.00876555684953928,-0.007804840803146362,-0.008801670745015144,0.00201215036213398,-0.0378740020096302,-0.006662885192781687,0.013167056255042553,-0.010712338611483574,0.0064246864058077335,0.02439480647444725,-0.02353823557496071,0.0018112208927050233,-0.0036361038219183683,0.002448714105412364,0.013643771409988403,0.021845979616045952,-0.009786901995539665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3388909718687681,0.0,0.7876449016650753,0.0,0.0,0.0,0.21245777632169896,0.0,0.0,0.0,0.0,0.0,0.0,0.44775430752847856,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
France,0.2770321639122912,0.2222222222222214,0.2933537535317261,0.272455781704775,0.0769230769230769,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.004057650920003653,-0.0214757788926363,-0.0006895980914123356,0.00012508996587712318,0.005485307890921831,0.0022804078180342913,0.006493170280009508,0.018077069893479347,-0.012990479357540607,-0.004129944834858179,-0.02014397829771042,0.0046582892537117004,0.004603405017405748,0.009171499870717525,0.004392361268401146,0.003040419891476631,0.001214903430081904,-0.025576448068022728,-0.019305067136883736,-0.003008190542459488,0.0049335407093167305,0.01771271415054798,0.002444221405312419,0.008405669592320919,0.009515042416751385,-0.0012993451673537493,-0.0052248588763177395,-0.004176795016974211,-0.02167164720594883,-0.003124864771962166,-0.016052046790719032,-0.009508572518825531,-0.003281226148828864,-0.005492995027452707,0.0010786907514557242,0.0021567612420767546,-0.004766204860061407,-0.02899342030286789,0.012286503799259663,0.016535043716430664,-0.010186336003243923,0.007178729400038719,0.02567448280751705,-0.00699500972405076,-0.005596720147877932,-0.010680072009563446,0.010851574130356312,0.019176488742232323,0.018268229439854622,-0.007787666749209166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129729783859068,0.0,0.0,0.0,0.0,0.0,0.7990339144849224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3625417760219994,0,0,0
US,0.265229661158644,0.2222222222222214,0.3095689105258989,0.2609562454081564,0.7403846153846154,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.007675172295421362,-0.024039780721068382,0.0018761098617687821,0.008715014904737473,0.01240974385291338,-0.004442916717380285,-0.0012689867289736867,0.01450255885720253,-0.00905915442854166,0.008797519840300083,-0.019178273156285286,0.0011447140714153647,0.002452016109600663,0.0021283598616719246,0.0029073702171444893,-0.016415396705269814,-0.008019175380468369,-0.0160879734903574,-0.004900406580418348,-0.005634726490825415,-0.0011411748128011823,0.0013551153242588043,0.009548937901854515,-0.00556161068379879,0.007681071292608976,0.00280146487057209,-0.007487175520509481,-0.0003380775451660156,-0.01236621756106615,-0.017701881006360054,-0.005149178206920624,0.007898748852312565,-0.009086155332624912,-0.00020049000158905983,-0.0028989955317229033,0.002067496534436941,-0.003442048793658614,-0.03113291598856449,-0.004525803029537201,0.011213977821171284,-0.00424064788967371,0.0028941582422703505,0.017399514093995094,-0.004891425836831331,0.006391288712620735,-0.006254161242395639,0.008616539649665356,0.016127631068229675,0.014803553931415081,-0.006356147583574057,0.48239048631532544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31389366610834263,0.0,0.0,0.0,0.0,0.0,0.0,0.4833110839913838,0.0,0.0,0.0,0.0,0.0,0.0,0.5699438745141963,0.0,0.2755617755857959,0,0,0
US,0.4247216884289221,0.4444444444444437,0.1551388439147299,0.4268114130047198,0.5865384615384616,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00028983192169107497,-0.021935492753982544,-0.01397855207324028,0.009532245807349682,-0.0067291040904819965,0.0006040611187927425,0.0006873843376524746,0.009367028251290321,-0.0228913351893425,-0.001250765286386013,-0.025960439816117287,0.0016576428897678852,-0.014430545270442963,0.0025732149370014668,0.010015786625444889,-0.018182912841439247,-0.000283481233054772,-0.03433392196893692,-0.008309354074299335,-0.01175670325756073,0.011811734177172184,0.009304825216531754,0.015173517167568207,0.0025190378073602915,0.030841229483485222,0.0006221008370630443,0.0029914008919149637,0.0042503708973526955,-0.019210778176784515,-0.011453274637460709,-0.002860389417037368,-0.012295256368815899,-0.006828255485743284,0.002472062362357974,-0.013311255723237991,-0.008861308917403221,-0.0023734059650450945,-0.04407818242907524,-0.006374222692102194,0.021365145221352577,-0.0057821013033390045,-0.0032625601161271334,0.024781612679362297,-0.01723720133304596,0.0027146153151988983,-0.0034503957722336054,0.008286978118121624,0.030109817162156105,0.011719658970832825,-0.009722016751766205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5044506825538334,0.2999148437922636,0.0,0.0,0.27213905670635263,0.0,0.0,0.0,0.0,0.5172406868085657,0.0,0.0,0.0,0.0,0.0,0.0,0.4617874901888405,0.26329001124669793,0,0,0
US,0.5373659306511478,0.6111111111111107,0.0929309259532146,0.5441239333095664,0.6346153846153847,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.005626641679555178,-0.01576463133096695,-0.0011673845583572984,0.0017932169139385223,0.002613467164337635,0.0006621840293519199,-0.003656401764601469,0.013647234998643398,-0.014868144877254963,0.0022662943229079247,-0.010830462910234928,0.013062902726233006,0.0004515803011599928,0.017056282609701157,0.014248047955334187,-0.006840743124485016,-0.0012276240158826113,-0.016115594655275345,-0.016265995800495148,-0.00928720086812973,-0.0036622444167733192,-0.001955873565748334,0.0030727966222912073,0.004809422884136438,0.01954406499862671,0.00506979413330555,-0.007408655248582363,-0.0013037195894867182,-0.01175142265856266,-0.0072471583262085915,-0.0023433079477399588,-0.006699400022625923,-0.007019650656729937,0.009816227480769157,0.0024549018125981092,-0.0008770023705437779,0.0002999087446369231,-0.03371895104646683,0.0010528283892199397,0.017033971846103668,-0.004594037774950266,0.004567416850477457,0.026028957217931747,-0.020151015371084213,0.003988868556916714,-0.0005127358017489314,0.013750244863331318,0.013457885012030602,0.014529948122799397,-0.007973453029990196,0.0,0.0,0.0,0.0,0.0,0.6193316175976347,0.0,0.0,0.0,0.506274161959521,0.0,0.0,0.3497884634454407,0.0,0.0,0.3173937684616269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3070731922102047,0,0,0
US,0.4477507277861607,0.4999999999999991,0.1407069864992814,0.4517907546916591,0.0673076923076923,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0013665689621120691,-0.021225491538643837,-0.009382469579577446,-0.003974443301558495,0.005235640797764063,0.011697703041136265,-0.005990311503410339,0.017878664657473564,-0.01768593303859234,0.011794126592576504,-0.007958224974572659,0.015042099170386791,-0.005716604646295309,0.025536121800541878,0.008561303839087486,-0.010781318880617619,-0.002460682764649391,-0.027397027239203453,-0.022687137126922607,-0.0029172024223953485,-0.008612378500401974,0.011976880021393299,0.008937510661780834,0.0038951837923377752,0.01887054555118084,0.0008390243747271597,-0.00676365103572607,0.0018624605145305395,-0.004371183924376965,-0.012496322393417358,-0.0038521275855600834,-0.0030656191520392895,-0.00013888604007661343,0.0011723014758899808,-0.005932698491960764,-0.010004165582358837,-0.006097213830798864,-0.033494558185338974,0.002819197252392769,0.012655539438128471,-0.0018825357547029853,-0.005688177887350321,0.027260277420282364,-0.008337943814694881,0.015557222068309784,0.0021738961804658175,0.006842076778411865,0.018988128751516342,0.018719391897320747,-0.013266040943562984,0.0,0.0,0.0,0.0,0.0,0.43569164673980887,0.0,0.4456482066928922,0.47752625851381897,0.0,0.0,0.0,0.24607158316942598,0.0,0.0,0.0,0.0,0.34891490727227287,0.0,0.0,0.4243812446001653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Italy,0.3851792266937255,0.4999999999999991,0.189282366454543,0.3908069565442631,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.008137376978993416,-0.02317534014582634,0.00143998337443918,0.0004645467852242291,-0.0031561353243887424,0.007823935709893703,-0.01012241281569004,0.01764669083058834,-0.019342875108122826,0.016862662509083748,-0.019706478342413902,0.017420193180441856,-0.005608459003269672,0.020453745499253273,0.011341347359120846,-0.00946570560336113,-0.014095666818320751,-0.03436978533864021,-0.013664883561432362,-0.01762641966342926,-0.01512967236340046,-0.0011039101518690586,0.01589224301278591,0.011617546901106834,0.02945701777935028,0.0018955100094899535,-0.0052429074421525,-0.00100917206145823,-0.009514087811112404,-0.007844391278922558,0.004930103197693825,-0.0054296934977173805,-0.008499255403876305,0.011883941479027271,-0.010625895112752914,-0.004267008043825626,0.0044354102574288845,-0.046459831297397614,-0.00817449577152729,0.015370065346360207,-0.004912897013127804,-0.0014308716636151075,0.02429347299039364,-0.019804401323199272,0.019995640963315964,-0.004223034251481295,0.0015991127584129572,0.015290173701941967,0.0241254772990942,-0.014261690899729729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4387276487274995,0.0,0.0,0.0,0.5951439019862359,0.0,0.0,0.0,0.5883075372919231,0.0,0.0,0.27162726776085955,0,0,0
US,0.4365241911825693,0.5555555555555554,0.1503129043331308,0.4433545111414216,0.8365384615384616,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.004334727767854929,-0.017500074580311775,-0.0004607232694979757,0.001251447363756597,0.004204172641038895,0.007314284797757864,-0.013444725424051285,0.021044665947556496,-0.023453183472156525,0.007147415075451136,-0.02151155285537243,0.015606577508151531,0.002562125911936164,0.017136435955762863,0.014706228859722614,-0.01151061337441206,-0.014906983822584152,-0.04021207615733147,-0.014241968281567097,-0.010945149697363377,-0.011664154939353466,-0.0013626777799800038,0.0038732902612537146,0.014353339560329914,0.03171045705676079,0.003829852445051074,-0.015181425958871841,-0.004123166669160128,-0.01589958555996418,-0.02382361702620983,-0.002788904123008251,-0.008389116264879704,-0.017027055844664574,0.011138229630887508,-0.009549700655043125,-0.008091875351965427,0.00175610336009413,-0.04195208474993706,-0.006610813084989786,0.02280200459063053,-0.01007900107651949,0.006854357663542032,0.043231356889009476,-0.019979581236839294,0.007609556894749403,-0.006006715353578329,0.007194978650659323,0.03019004501402378,0.025899311527609825,-0.0022987823467701674,0.0,0.4545237926937031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3307737142416684,0.3769075431857507,0.0,0.0,0.0,0.0,0.20736889922422416,0.0,0.0,0.44217510273417404,0.35188026546041057,0.0,0.0,0.0,0.40169290733835616,0.0,0.0,0.0,0.0,0.0,0,0,0
US,0.2770321639122912,0.5555555555555554,0.3153600380238177,0.2879239684808483,0.9615384615384616,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.004615526180714369,-0.014256542548537254,-0.000633855874184519,0.005806542467325926,-0.00219646911136806,0.012336374260485172,-0.004976343829184771,0.019099775701761246,-0.018671853467822075,-0.0012717238860204816,-0.02375752665102482,0.017747145146131516,-0.008298902772367,0.017043013125658035,0.00593163538724184,-0.00982406921684742,-0.006462524179369211,-0.022569235414266586,-0.0158691368997097,-0.005572346039116383,0.008746796287596226,0.00802478939294815,0.021743198856711388,0.0036475062370300293,0.023937297984957695,0.006617637816816568,-0.001333039253950119,0.0010677754180505872,-0.013226508162915707,-0.012133964337408543,-0.0025462338235229254,-0.0071997190825641155,0.0002684726205188781,0.009371127001941204,-0.01472665648907423,-0.003557275515049696,-0.006440400145947933,-0.03456956520676613,0.0008908972376957536,0.019304843619465828,0.002109972992911935,0.0007445928058587015,0.03334835544228554,-0.016981329768896103,0.008881737478077412,-0.006960784085094929,0.014438384212553501,0.021302834153175354,0.01456246804445982,-0.010923447087407112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7520803017265093,0.4471399365932534,0.0,0.0,0.40572930309681854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
US,0.2882587005158827,0.5555555555555554,0.2996412633866094,0.2988630728878949,0.7980769230769231,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.0034389966167509556,-0.01742192730307579,-0.014342069625854492,0.010927618481218815,-1.2260116818652023e-05,0.003353868843987584,-0.003150452394038439,0.01666783168911934,-0.025044824928045273,0.0058501772582530975,-0.023346299305558205,0.013622569851577282,-0.00020631845109164715,0.008621742017567158,0.01180290151387453,-0.003364255651831627,-0.008636288344860077,-0.020434800535440445,-0.011798618361353874,-0.015607349574565887,0.009762454777956009,0.009731628932058811,0.006911643780767918,0.004349973984062672,0.0280709620565176,0.0055528790690004826,-0.0019971674773842096,-0.008620021864771843,-0.006034272722899914,-0.008876409381628036,0.002756228670477867,-9.628478437662125e-06,-0.004398213233798742,0.002863958477973938,-0.011328614316880703,0.0035271893721073866,-0.0018845992162823677,-0.033630382269620895,-0.000537554151378572,0.016156433150172234,-0.0041810134425759315,0.005206528585404158,0.03411071375012398,-0.010117853060364723,0.009505478665232658,-0.007594010327011347,0.011418851092457771,0.02285713516175747,0.01916828379034996,-0.004895139951258898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526531688844188,0.536983753072544,0.0,0.0,0.0,0.2896898687657224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611563066896791,0.0,0.0,0.0,0.0,0.0,0,0,0
